id,title,description,logo,categories,latitude,longitude
1,CannAfrica Pretoria,"""CANNAFRICA Parkview Kiosk at Parkview Shopping Centre, Moreleta Park, Pretoria offers premium cannabis products including Vapes, Edibles and Premium Oils to name a few.""",,CBD;Oils;Edibles,-25.746111,28.188056
