id,title,latitude,longitude,storeDetails,category,contact,tradingdays,tradinghours,logo
1,CannAfrica Pretoria,-25.746111,28.188056,"""CANNAFRICA Parkview Kiosk at Parkview Shopping Centre, Moreleta Park, Pretoria offers premium cannabis products including Vapes, Edibles and Premium Oils to name a few.""",CBD;Oils;Edibles,1206050569,1234,1234,-
